Numero_da_Ocorrencia,Numero_da_Ficha,Operador_Padronizado,Classificacao_da_Ocorrencia,Data_da_Ocorrencia,Hora_da_Ocorrencia,Municipio,UF,Regiao,Descricao_do_Tipo,ICAO,Tipo_de_Aerodromo,Historico,Matricula,Categoria_da_Aeronave,Tipo_de_Ocorrencia,Fase_da_Operacao,Operacao,Danos_a_Aeronave,Aerodromo_de_Destino,Aerodromo_de_Origem,Lesoes_Fatais_Tripulantes,Lesoes_Fatais_Passageiros,Lesoes_Fatais_Terceiros,Lesoes_Graves_Tripulantes,Lesoes_Graves_Passageiros,Lesoes_Graves_Terceiros,Lesoes_Leves_Tripulantes,Lesoes_Leves_Passageiros,Lesoes_Leves_Terceiros,Ilesos_Tripulantes,Ilesos_Passageiros,Lesoes_Desconhecidas_Tripulantes,Lesoes_Desconhecidas_Passageiros,Lesoes_Desconhecidas_Terceiros,Modelo,CLS,Tipo_ICAO,PMD,Numero_de_Assentos,Nome_do_Fabricante,PSSO
105,0178/2015,JM AVIACAO AGRICOLA LTDA,Acidente,2015-01-08,20:30:00,BRASNORTE,MT,Centro-Oeste,PERDA DE CONTROLE EM VOO,,,"Aproximadamente às 17:20 local, a aeronave decolou da Fazenda AGRITER, em Brasnorte, MT, com o objetivo de realizar aplicação de defensivo agrícola em plantação de soja, com um piloto a bordo. A cerca de 2 km da pista, durante a subida inicial para área de aplicação, houve a perda de controle em voo, acarretando a colisão da aeronave contra a vegetação no solo. Antes da colisão, houve o desligamento do motor pelos magnetos.",PTGOJ,S05,LOC-I,Subida,Operação Agrícola,Substancial,XXXX,XXXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,EMB-201,L1P,IPAN,1800.0,1.0,NEIVA,verdadeiro
339,1428/2015,PEMA – PEREIRA MACHADO TAXI AEREO LTDA,Acidente,2015-08-30,18:30:00,SÃO FELIX DO XINGU,PA,Norte,FALHA OU MAU FUNCIONAMENTO DO MOTOR,,,"A AERONAVE DECOLOU DE OURILÂNDIA DO NORTE/PA (SDOW), ÀS 14:50 LOCAL, COM O PILOTO E UM PASSAGEIRO, COM DESTINO À ALDEIA KENDJAN. A REFERIDA AERONAVE FOI LOCALIZADA  NO DIA 1/09/2015 EM ÁREA DE SELVA  A 86 NM DE SDOW.O CILINDRO Nº2 APRESENTOU RUPTURA DA BIELA, CAUSANDO O COLAPSO DO MOTOR.",PTEPD,TPX,SCF-PP,Em rota,Táxi Aéreo,Substancial,,SDOW,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EMB-721C,L1P,P32R,1633.0,7.0,NEIVA,verdadeiro
338,1421/2015,GUILHERME DA MOTTA TORRES E OUTRO E OUTROS,Acidente,2015-08-30,19:30:00,MARIÁPOLIS,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,,,"SEGUNDO O CONDUTOR DA AERONAVE, A DECOLAGEM OCORREU NA CABECEIRA 09 PARA VOO LOCAL EM ADAMANTINA-SP (SDAD),  COM CURVA A ESQUERDA E SUBINDO PARA 3800 FT. APÓS NIVELAMENTO O MOTOR APRESENTOU FUNCIONAMENTO IRREGULAR, PERDA DE ÓLEO DO MOTOR E VIBRAÇÃO. O MOTOR FOI REDUZIDO E CORTADO. O POUSO FORÇADO FOI REALIZADO EM ÁREA RURAL. OS OCUPANTES SAÍRAM ILESOS.",PRTCC,TPP,SCF-PP,Em rota,Voo Privado,Substancial,SDAD,SDAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,T210N,L1P,C210,1814.0,6.0,CESSNA AIRCRAFT,verdadeiro
331,1127/2015,CELSO JOSE HANS,Acidente,2015-07-14,20:00:00,TUMIRITINGA,MG,Sudeste,PERDA DE CONTROLE EM VOO,,,O PILOTO PERDEU O CONTROLE DA AERONAVE E COLIDIU CONTRA O SOLO.,PUOVC,PET,LOC-I,Voo a baixa altura,Voo Privado,Destruída,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PELICAN 500BR,L1P,ULAC,480.0,2.0,FLYER LTDA,verdadeiro
26824,202102528,GOVERNO DO PARANA - CASA MILITAR,Incidente Grave,2021-01-19,12:50,CURITIBA,PR,Sul,PERDA DE SEPARAÇÃO / COLISÃO EM VOO,SBCT,Público,"A aeronave de matrícula PR-GUC decolou do Aeródromo de Guarulhos - Governador André Franco Montoro (SBGR), São Paulo, SP, com destino ao Aeródromo Afonso Pena (SBCT), Curitiba, PR, a fim de realizar transporte aéreo público regular, com seis tripulantes e cento e cinquenta e oito passageiros a bordo. A aeronave de matrícula PP-MMS decolou do Aeródromo Bacacheri (SBBI), Curitiba, PR, com destino ao Aeródromo Governador José Richa (SBLO), Londrina, PR, a fim de transportar material (vacinas), com dois tripulantes a bordo. Durante a aproximação para pouso da aeronave PR-GUC em SBCT e a decolagem da aeronave PP-MMS de SBBI, ocorreu uma aproximação entre elas abaixo dos mínimos estabelecidos. As aeronaves não tiveram danos. Todos a bordo das duas aeronaves saíram ilesos.",PPMMS,ADE,MAC,Subida,Operação Pública,Nenhum,SBLO,SBBI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,208B,L1T,C208,3969.0,8.0,CESSNA AIRCRAFT,verdadeiro
26824,202102528,GOL,Incidente Grave,2021-01-19,12:50,CURITIBA,PR,Sul,PERDA DE SEPARAÇÃO / COLISÃO EM VOO,SBCT,Público,"A aeronave de matrícula PR-GUC decolou do Aeródromo de Guarulhos - Governador André Franco Montoro (SBGR), São Paulo, SP, com destino ao Aeródromo Afonso Pena (SBCT), Curitiba, PR, a fim de realizar transporte aéreo público regular, com seis tripulantes e cento e cinquenta e oito passageiros a bordo. A aeronave de matrícula PP-MMS decolou do Aeródromo Bacacheri (SBBI), Curitiba, PR, com destino ao Aeródromo Governador José Richa (SBLO), Londrina, PR, a fim de transportar material (vacinas), com dois tripulantes a bordo. Durante a aproximação para pouso da aeronave PR-GUC em SBCT e a decolagem da aeronave PP-MMS de SBBI, ocorreu uma aproximação entre elas abaixo dos mínimos estabelecidos. As aeronaves não tiveram danos. Todos a bordo das duas aeronaves saíram ilesos.",PRGUC,TPR,MAC,Procedimento IFR,Voo Regular,Nenhum,SBCT,SBGR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,158.0,0.0,0.0,0.0,737-8EH,L2J,B738,70533.0,196.0,BOEING COMPANY,verdadeiro
26903,202196484,APLIMAX AEROAGRICOLA LTDA-ME,Incidente Grave,2021-01-28,13:00,FRUTAL,MG,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,Fora de Aeródromo,-,"A aeronave decolou da Área de Pouso para uso Aeroagrícola (APUA), localizada na Fazenda Ênio Rossi, município de Frutal, MG, por volta das 13h (UTC), a fim de realizar voo de aplicação de defensivo agrícola. Após a decolagem, a hélice desacoplou da aeronave. Foi realizado pouso forçado. A aeronave teve danos leves, restritos a hélice e pequenas avarias na carenagem.O piloto saiu ileso.",PRMCA,S05,SCF-PP,Decolagem,Operação Agrícola,Leve,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,T188C,L1P,C188,1997.0,1.0,CESSNA AIRCRAFT,verdadeiro
26904,202195648,MARIO FLAVIO GOMES BERTO,Incidente Grave,2021-01-29,12:15,BRASÍLIA,DF,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,Fora de Aeródromo,-,"A aeronave decolou do Aeródromo Brasília (SIQE), Brasília, por volta das 12h (UTC), com um piloto a bordo, a fim de realizar voo local privado. Aproximadamente quinze minutos após a decolagem, ao sobrevoar a região administrativa de Sobradinho, DF, houve a falha do motor da aeronave. Foi realizado um pouso de emergência em um descampado. A aeronave teve danos leves. O piloto sofreu lesões leves.",PPZVI,PET,SCF-PP,Cruzeiro,Voo Privado,Leve,SIQE,SIQE,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P-56C,L1P,ZZZZ,660.0,2.0,ELDO COELHO DE CASTRO,verdadeiro
27027,202161965,DESTAQUE AVIACAO AGRICOLA LTDA-ME,Acidente,2021-02-06,19:45,FORTALEZA DOS VALOS,RS,Sul,EXCURSÃO DE PISTA,Fora de Aeródromo,-,"A aeronave decolaria da Área de Pouso para Uso Aeroagrícola Fazenda José Mezza, município de Fortaleza dos Valos, RS, por volta das 19h45min (UTC), a fim de realizar voo local de pulverização, com um tripulante a bordo.Durante a corrida de decolagem a aeronave não conseguiu atingir a velocidade de rotação, vindo a sair da pista pela cabeceira oposta. Houve a colisão da asa direita contra o solo, onde a aeronave capotou e pegou fogo.A aeronave ficou destruída.O tripulante sofreu lesões leves.",PTWVZ,S05,RE,Decolagem,Operação Agrícola,Destruída,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AT-402A,L1T,AT3T,3175.0,1.0,AIR TRACTOR,verdadeiro
329,1060/2015,ARAUJO DISTRIBUIDORA LTDA,Acidente,2015-07-11,16:14:00,DIVINÓPOLIS,MG,Sudeste,INDETERMINADO,,,A aeronave perdeu altura e colidiu contra o solo logo após a decolagem.,PUJCA,PET,UNK,Decolagem,Voo Privado,Destruída,SNDV,SNDV,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P 92 ECHO,L1P,ULAC,499.0,2.0,,verdadeiro
327,0909/2015,AEROCLUBE DE NOVO HAMBURGO,Acidente,2015-06-13,16:30:00,NOVO HAMBURGO,RS,Sul,PERDA DE CONTROLE NO SOLO,,,"A aeronave decolou de Novo Hamburgo, RS (SSNH), às 16h17min (UTC), com um instrutor e um aluno a bordo, a fim de realizar voo local de instrução do aluno (PC). Após ter realizado alguns exercícios na área de instrução, houve regresso para SSNH para que fosse realizado um toque e arremetida (TGL) e o pouso final. Durante o primeiro toque, houve perda de controle da aeronave no solo e a mesma capotou.",PPGKX,PRI,LOC-G,Pouso,Voo de Instrução,Substancial,SSNH,SSNH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,PA-18,L1P,PA18,680.0,2.0,PIPER AIRCRAFT,verdadeiro
324,0868/2015,ATLANTICA EXPORTACAO E IMPORTACAO LTDA,Acidente,2015-06-07,18:23:00,BELO HORIZONTE,MG,Sudeste,PERDA DE CONTROLE EM VOO,,,"Após a decolagem, houve perda de controle em voo e a aeronave colidiu contra o solo.",PRAVG,TPP,LOC-I,Decolagem,Voo Privado,Destruída,SSOQ,SBBH,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,C90GTI,L2T,BE9L,4581.0,8.0,HAWKER BEECHCRAFT,verdadeiro
323,0724/2015,FRANCISCO DALGOBERTO ROCHA DA CUNHA,Acidente,2015-05-09,17:30:00,NOVO PROGRESSO,PA,Norte,INDETERMINADO,,,"O PILOTO DECOLOU DE NOVO PROGRESSO (SJNP) COM DESTINO À PISTA NOVA.  O PILOTO INFORMOU VIA FONIA QUE A AERONAVE ESTAVA EM PANE E TENTARIA POUSO DE EMERGÊNCIA NO RIO BAÚ, PRÓXIMO À CABECEIRA DA PISTA DA ALDEIA BAÚ, SENDO ESTE O SEU ÚLTIMO CONTATO.A AERONAVE FOI ENCONTRADA POR INDÍGENAS, TOTALMENTE DESTRUÍDA, NO RIO BAÚ. O CORPO DO PILOTO FOI ENCONTRADO NO RIO CURUÁ, A 20 KM DOS DESTROÇOS DA AERONAVE, NO DIA 11/05/2015 EM ESTADO DE DECOMPOSIÇÃO.",PTCND,TPP,UNK,Indeterminada,Voo Privado,Destruída,XXXX,SJNP,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182J,L1P,C182,1270.0,4.0,CESSNA AIRCRAFT,verdadeiro
320,0756/2015,ZENO BITTENCOURT SOUZA JUNIOR E OUTRO,Incidente Grave,2015-05-17,17:00:00,UMUARAMA,PR,Sul,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,,,"A aeronave decolou do Aeródromo de Ijuí, RS (SSIJ), sob condições visuais, para o Aeródromo de São Grabriel d’Oeste, MS (SSGO), com um piloto e uma passageira a bordo (esposa), para realizar voo privado. Durante o voo, o piloto percebeu falha no sistema elétrico da aeronave e decidiu realizar o pouso no Aeródromo de Umuarama, PR (SSUM). Na corrida pós-pouso, houve o recolhimento das três pernas do trem de pouso.",PTNXN,TPP,SCF-NP,Em rota,Voo Privado,Substancial,SSGO,SSIJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,EMB-711ST,L1P,P28T,1315.0,4.0,NEIVA,verdadeiro
96,0200/2015,AEROMINAS AVIACAO AGRICOLA LTDA,Acidente,2015-02-02,19:50:00,PRESIDENTE OLEGÁRIO,MG,Sudeste,PERDA DE CONTROLE EM VOO,,,A aeronave perdeu altura logo após a decolagem e colidiu contra o solo.,PRRRR,S05,LOC-I,Decolagem,Operação Agrícola,Substancial,XXXX,XXXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,AT-502B,L1T,AT5T,3629.0,1.0,AIR TRACTOR,verdadeiro
95,0150/2015,ALOYSIO RESENDE ROSSETI,Acidente,2015-01-24,14:00:00,ITU,SP,Sudeste,PERDA DE CONTROLE EM VOO,,,"Antes de iniciar a decolagem com a aeronave no voo pairado para dar inicio ao deslocamento. Com aproximadamente 30 cm do solo o passageiro do meu lado esquerdo fez um aceno para uma pessoa fora do helicóptero, ato contínuo o seu braço direito chocou-se com o cíclico da aeronave, vindo este a escapar da mão do piloto, entrando a aeronave num movimento pendular para a direita e logo após para esquerda.  Quando pendulou para a esquerda a ponta do ski esquerdo dianteiro cravou-se no gramado, levando a aeronave novamente para a direita e em seguida tombando e colidindo com o solo. Os ocupantes saíram ilesos. O helicóptero teve danos graves",PRHCM,TPP,LOC-I,Decolagem,Voo Privado,Substancial,SDAA,SBRP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,R44 II,H1P,R44,1134.0,4.0,ROBINSON HELICOPTER,verdadeiro
88,0879/2015,TARCISO LOURENCO MACHADO,Acidente,2015-06-05,15:06:00,PATROCÍNIO,MG,Sudeste,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,,,"A aeronave efetuava um voo rasante sobre a sede da fazenda, quando colidiu a asa esquerda com uma antena de para-raios e caiu 160 metros adiante.",PRACH,TPP,CTOL,Voo a baixa altura,Voo Privado,Substancial,SNAG,XXXX,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PA-25-235,L1P,PA25,1315.0,1.0,PIPER AIRCRAFT,verdadeiro
87,0894/2015,AEROCLUBE DE SAO JOSE DOS CAMPOS,Incidente Grave,2015-06-10,19:15:00,GUARATINGUETÁ,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,,,"A aeronave realizava voo de instrução IFR em condições VMC no aeródromo de Guaratinguetá - SP, logo após ingressar na perna de aproximação da órbita uma forte vibração foi sentida, com perda de tração. O instrutor declarou emergência ao controle de tráfego aéreo, efetuou o corte do motor em voo e pousou na pista 02 de SBGW. O instrutor e o aluno saíram ilesos.",PTNTH,PRI,SCF-PP,Procedimento IFR,Voo de Instrução,Leve,SBGW,SBSJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,EMB-712,L1P,P28A,1158.0,4.0,NEIVA,verdadeiro
86,0898/2015,ADIR HANNOUCHE,Acidente,2015-06-11,17:55:00,GOIÂNIA,GO,Centro-Oeste,COMBUSTÍVEL,,,"Durante voo local, após toque e arremetida, ocorreu a falha do motor em voo. O piloto realizou os procedimentos de emergência sem sucesso, sendo obrigado a realizar pouso forçado num terreno desabitado localizado ao lado do aeródromo.",PTBHC,TPP,FUEL,Subida,Voo Privado,Substancial,SWNV,SWNV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,172A,L1P,C172,998.0,4.0,CESSNA AIRCRAFT,verdadeiro
85,0796/2015,APC SERVICO AEREO ESPECIALIZADO LTDA,Acidente,2015-05-20,14:00:00,CAMBARÁ,PR,Sul,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,,,"A aeronave decolou às 14h00min (UTC) da pista de pouso eventual da Fazenda Água 3M, de Cambará, PR, sob condições visuais, para voo local, com um piloto, para realizar pulverização aero-agrícola. Durante a pulverização aero-agrícola, o piloto avistou uma rede elétrica a sua frente e, para desviar da mesma, picou a aeronave. O piloto não conseguiu cabrar novamente a aeronave e colidiu contra o solo. A aeronave teve danos substanciais.",PRPTN,S05,CTOL,Voo a baixa altura,Operação Agrícola,Substancial,XXXX,XXXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,PA-25-235,L1P,PA25,1315.0,1.0,PIPER AIRCRAFT,verdadeiro
83,0805/2015,JOAO BATISTA COUTINHO JUNIOR,Incidente Grave,2015-05-24,14:48:00,GUARAPARI,ES,Sudeste,COMBUSTÍVEL,,,"Com 50 minutos de voo, a aeronave solicitou prioridade para pouso no aeroporto de Guarapari. Após o pouso, o piloto informouo que solicitou prioridade devido à pane seca. A aeronave não teve danos e os ocupantes saíram ilesos.",PTZBC,PET,FUEL,Em rota,Voo Privado,Nenhum,SIVU,SIVU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,RV-10,L1P,ZZZZ,1224.0,4.0,JOAO BATISTA COUTINHO JUNIOR,verdadeiro
27184,202132061,SEMEAR AEROAGRICOLA LTDA,Acidente,2021-02-19,21:30,CAMPO NOVO DO PARECIS,MT,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,Fora de Aeródromo,-,"A aeronave decolou do aeródromo de Sapezal, MT, por volta de 17h30min (UTC), com destino ao Aeródromo da Fazendo Pindorama (SJVN), Campo Novo do Parecis, MT, a fim de retornar a base da empresa, com 01 piloto a bordo. Após cerca de 25 minutos de voo, houve perda de potência e parada do motor, o piloto prosseguiu para um pouso forçado. A aeronave teve danos leves. O piloto saiu ileso.",PTUOM,S05,SCF-PP,Cruzeiro,Operação Agrícola,Leve,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,EMB-202,L1P,IPAN,1800.0,1.0,NEIVA,verdadeiro
27185,202195020,CLAUDIO ANTONIO SQUINZANI CARGNELUTTI,Acidente,2021-02-20,19:30,MARCELÂNDIA,MT,Centro-Oeste,OPERAÇÃO A BAIXA ALTITUDE,Fora de Aeródromo,-,"A aeronave decolou da Fazenda Modelo, Marcelândia, MT, por volta de 16h00min (UTC), com o objetivo de realizar aplicação de defensivo agrícola, com um piloto a bordo. Após cerca de 30 minutos de voo, o piloto não visualizou o fio de alta tensão no meio da plantação, vindo a colidir com ele e prosseguir até o solo. A aeronave teve danos substanciais. O piloto saiu ileso.",PTUTK,TPP,LALT,Manobra,Operação Agrícola,Substancial,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,EMB-202A,L1P,IPAN,1800.0,1.0,NEIVA,verdadeiro
27185,202195020,CLAUDIO ANTONIO SQUINZANI CARGNELUTTI,Acidente,2021-02-20,19:30,MARCELÂNDIA,MT,Centro-Oeste,OUTROS,Fora de Aeródromo,-,"A aeronave decolou da Fazenda Modelo, Marcelândia, MT, por volta de 16h00min (UTC), com o objetivo de realizar aplicação de defensivo agrícola, com um piloto a bordo. Após cerca de 30 minutos de voo, o piloto não visualizou o fio de alta tensão no meio da plantação, vindo a colidir com ele e prosseguir até o solo. A aeronave teve danos substanciais. O piloto saiu ileso.",PTUTK,TPP,OTHR,Manobra,Operação Agrícola,Substancial,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,EMB-202A,L1P,IPAN,1800.0,1.0,NEIVA,verdadeiro
27204,202114004,CASSIA MOUTINHO CANELHAS,Acidente,2021-02-20,18:00,FORMIGA,MG,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SWVW,Privado,"A AERONAVE DECOLOU DO AERÓDROMO FURNAS PARKRESORT (SWVW), FORMIGA, MG, COM DESTINO AO AERÓDROMO ESTADUAL ARTHUR SIQUEIRA (SBBP), BRAGANÇA PAULISTA, SP, A FIM DE REALIZAR UM VOO DE TRANSLADO, COM UM TRIPULANTE E DOIS PASSAGEIROS A BORDO. APÓS A DECOLAGEM HOUVE PERDA DE POTÊNCIA E A AERONAVE CAIU NAS DEPENDÊNCIAS DO RESORT FURNAS PARK. A AERONAVE TEVE DANOS SUBSTANCIAIS. O PILOTO SOFREU LESÕES LEVES. OS DOIS PASSAGEIROS SAÍRAM ILESOS.",PRNEX,TPP,SCF-PP,Decolagem,Voo Privado,Substancial,SBBP,SWVW,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,PA-28-161,L1P,P28A,1107.0,4.0,PIPER AIRCRAFT,verdadeiro
27186,202116824,AGROPECUARIA SANTA M MARTA LTDA - ME,Acidente,2021-02-23,10:20,MIRASSOL D'OESTE,MT,Centro-Oeste,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,SWRW,Privado,"A aeronave decolou do Aeródromo Marechal Rondon (SBCY), Cuiabá, MT, por volta das 09h50min(UTC) com destino à Fazenda Santa Alice (SWRW), Mirassol D'Oeste, MT, com 01 piloto a bordo, único ocupante da aeronave, a fim de realizar um voo de transporte de passageiros a partir de SWRW.Na tentativa de pouso em SWRW, a aeronave chocou-se contra uma cerca de arame que antecedia a cabeceira 18, e teve seu trem de pouso danificado. O piloto arremeteu e prosseguiu para um aeródromo de alternativa, inicialmente SBCY, contudo, decidiu pousar forçado no aeródromo de Poconé (SWPK), MT, ocasionando danos na parte inferior da aeronave.O piloto saiu ileso e a aeronave teve danos substanciais.",PTWIY,TPP,CTOL,Aproximação,Voo Privado,Substancial,SWRW,SBCY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,A36,L1P,BE36,1655.0,6.0,RAYTHEON AIRCRAFT,verdadeiro
27207,202040573,MARCOS DE OLIVEIRA GERMANO,Incidente Grave,2020-04-30,13:10,SÃO JOAQUIM DA BARRA,SP,Sudeste,CONTATO ANORMAL COM A PISTA,SDJO,Público,"A aeronave decolou do Aeródromo São Joaquim da Barra (SDJO), SP, a fim de realizar um voo local, com um piloto a bordo.Após cerca de 10 minutos de voo a aeronave regressou para pouso. Durante a corrida de pouso, os trens principais falharam. A aeronave parou sobre a pista. Houve o toque da hélice, dos flaps e antenas contra o solo.A aeronave teve danos substanciais. O tripulante saiu ileso.",PTDUE,TPP,ARC,Corrida após pouso,Voo Privado,Substancial,SDJO,SDJO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,V35B,L1P,BE35,1542.0,6.0,BEECH AIRCRAFT,verdadeiro
27208,202199281,AEROCLUBE DE IBITINGA,Incidente Grave,2021-01-17,15:15,IBITINGA,SP,Sudeste,PERDA DE CONTROLE NO SOLO,SDIG,Público,"A AERONAVE DECOLOU DO AERÓDROMO DE IBITINGA (SDIG), IBITINGA, SP, A FIM DE REALIZAR UM VOO LOCAL, COM UM TRIPULANTE A BORDO. DURANTE O POUSO HOUVE A PERDA DE CONTROLE DA AERONAVE, TENDO A MESMA PARADO 180° DEFESADA DE SUA PROA ORIGINAL. A AERONAVE TEVE DANOS LEVES. O TRIPULANTE SAIU ILESO.",PTJFM,PRI,LOC-G,Pouso,Voo de Instrução,Leve,SDIG,SDIG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,170A,L1P,C170,998.0,4.0,CESSNA AIRCRAFT,verdadeiro
311,0932/2015,LOTEAR EMPREEND.IMOB.LTDA E OUTRO,Acidente,2015-06-16,19:10:00,OURO PRETO,MG,Sudeste,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,,,Aeronave durante voo de cruzeiro colidiu contra elevação.,PTYDY,TPP,CTOL,Em rota,Voo Privado,Destruída,SJLY,SNUB,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206B,H1T,B06,1451.0,5.0,BELL HELICOPTER,verdadeiro
27223,202171246,ASAS DE SOCORRO,Incidente Grave,2021-02-19,13:30,ALTO ALEGRE,RR,Norte,OPERAÇÃO A BAIXA ALTITUDE,SJYG,Privado,"A aeronave decolou do Aeródromo do Alto Mucajaí (SJYG), município de Alto Alegre, RR, por volta das 13h30min UTC, com destino ao o Aeroporto de Boa Vista (SBBV), RR, com a finalidade de realizar transporte de carga.A decolagem foi feita normalmente e, em seguida, foi efetuada uma passagem na vertical do Aeródromo.Durante o sobrevoo, a aeronave tocou a asa direita e a ponta do estabilizador horizontal direito nos galhos da copa de uma árvore.O piloto realizou um pouso de precaução no aeródromo de partida.A aeronave teve danos.O piloto saiu ileso.",PTKPS,TPP,LALT,Voo a baixa altura,Voo Privado,Leve,SBBV,SJYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,U206F,L1P,C206,1727.0,6.0,CESSNA AIRCRAFT,verdadeiro
316,0760/2015,FERNANDO DE ARGOLLO NOBRE FILHO,Acidente,2015-05-17,17:40:00,ARACAJU,SE,Nordeste,PERDA DE CONTROLE NO SOLO,,,"A aeronave decolou de SNAU para realizar o lançamento de paraquedistas na vertical desse aeródromo. Após a execução do lançamento, o piloto prosseguiu para o pouso em SBAR, visando abastecer a aeronave de combustível. O avião foi preparado normalmente para o pouso na cabeceira 11. Após o toque no solo, o piloto perdeu o controle direcional da aeronave, saindo da pista para a direita e tocando as pontas das pás da hélice no terreno.O tripulante solicitou auxilio, via TWR de SBAR, para a INFRAERO, com o objetivo de deslocar a aeronave para liberar a pista.O avião foi empurrado para o pátio do Corpo de Bombeiros situado no aeroporto, desinterditando a pista.O piloto constatou danos nas duas pás da hélice.Apesar da ocorrência, a aeronave foi abastecida e transladada para SNAU.",PTWLE,TPP,LOC-G,Pouso,Voo Privado,Substancial,SBAR,SNAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,M-6-235,L1P,M6,1134.0,4.0,MAULE AIRCRAFT,verdadeiro
